id,date,price,bedrooms,sqft_living,waterfront,view,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,sqft_living15,sqft_lot15,year_sold,age_house,Renovated,log_price
2220069003,20150223T000000,425000.0,3,1360,0,2,7,1140,220,1955,0,98022,47.2069,1700,60548,2015,60,0,12.959844447906553
923000120,20150408T000000,515000.0,3,2200,0,0,7,1130,1070,1942,0,98177,47.7263,2170,7672,2015,73,0,13.151922179645874
5728000060,20140801T000000,605000.0,3,1850,0,0,8,1370,480,1973,0,98008,47.6379,1880,7580,2014,41,0,13.312983737012978
16000200,20141024T000000,250000.0,3,1640,0,0,7,1640,0,1918,1983,98002,47.31100000000001,1230,6632,2014,96,1,12.429216196844383
1926059094,20140812T000000,330000.0,3,1340,0,0,7,1340,0,1961,0,98034,47.7207,2950,7987,2014,53,0,12.706847933442663
6672900220,20150112T000000,984000.0,4,2390,0,0,9,2390,0,1962,0,98040,47.5528,2870,12337,2015,53,0,13.799381176034391
3629860060,20150312T000000,827500.0,5,3920,0,0,9,3000,920,2000,0,98029,47.5492,3000,5297,2015,15,0,13.626164386233356
1822069109,20140910T000000,485000.0,3,2540,0,0,8,1820,720,1976,0,98042,47.389,1650,51836,2014,38,0,13.091904169919621
6675500105,20140729T000000,306000.0,3,1160,0,0,7,1160,0,1969,0,98034,47.7279,1870,9104,2014,45,0,12.631340380934517
249000180,20141201T000000,1890000.0,4,4285,0,0,10,4285,0,2013,0,98004,47.6332,1570,8994,2014,1,0,14.452087387035824
226059065,20140903T000000,514000.0,3,2260,0,0,7,1450,810,1962,0,98072,47.7657,2140,44431,2014,52,0,13.149978544437301
396100110,20140516T000000,282613.0,2,830,0,0,6,830,0,1954,0,98133,47.7466,1340,6040,2014,60,0,12.55183374958996
9264450460,20140603T000000,309000.0,5,2481,0,0,8,2481,0,2014,0,98001,47.2602,2363,4175,2014,0,0,12.641096555879882
7853361210,20150218T000000,400000.0,3,1650,0,0,7,1650,0,2009,0,98065,47.515,2430,6000,2015,6,0,12.89921982609012
9474700020,20140503T000000,310000.0,3,1010,0,0,6,1010,0,1973,0,98065,47.5324,1390,12710,2014,41,0,12.644327576461329
421000455,20150502T000000,253200.0,3,1360,0,0,5,1360,0,1953,0,98056,47.4945,1250,6708,2015,62,0,12.441934969252157
3755200220,20140718T000000,334009.0,4,1650,0,0,6,1650,0,1960,0,98034,47.7183,1860,7486,2014,54,0,12.718923217703582
7960100075,20150325T000000,500000.0,3,1540,0,0,7,890,650,1994,0,98122,47.6103,1540,3600,2015,21,0,13.122363377404328
9477100490,20150424T000000,441500.0,3,1510,0,0,7,1510,0,1968,0,98034,47.7283,1440,7416,2015,47,0,12.997933299026151
9138100350,20150218T000000,685000.0,4,2290,0,3,7,2290,0,1900,0,98115,47.6807,2000,3150,2015,115,0,13.437174117244362
1624049275,20140812T000000,327000.0,4,1630,0,0,7,1630,0,1999,0,98144,47.5704,1920,5046,2014,15,0,12.697715449879391
2770606890,20140807T000000,450000.0,4,1520,0,0,6,1520,0,1949,0,98199,47.6581,1530,5250,2014,65,0,13.017002861746503
1157200189,20140514T000000,356000.0,3,2100,0,0,9,2100,0,1980,0,98188,47.4687,2400,7776,2014,34,0,12.782686009834167
2770601800,20141024T000000,525000.0,3,1560,0,0,6,780,780,1944,0,98199,47.6501,1560,1734,2014,70,0,13.17115354157376
9301300805,20141215T000000,675000.0,3,1300,0,0,8,1100,200,2014,0,98109,47.6384,1070,1223,2014,0,0,13.422467969854667
2325069032,20140731T000000,875000.0,5,4720,0,0,11,3210,1510,2005,0,98053,47.6347,3880,37328,2014,9,0,13.681979165339751
1021079099,20141106T000000,345000.0,3,1990,0,0,8,1410,580,1987,0,98010,47.3259,1660,93393,2014,27,0,12.751299696013497
7215730040,20140515T000000,695000.0,4,3150,0,0,9,3150,0,2001,0,98075,47.5974,2970,6228,2014,13,0,13.45166712454693
1853200080,20140619T000000,350000.0,2,1620,0,0,6,850,770,1921,0,98034,47.7119,2460,5469,2014,93,0,12.765688433465597
3224600340,20141013T000000,695000.0,4,2790,0,0,9,2790,0,1999,0,98074,47.6087,2790,6270,2014,15,0,13.45166712454693
3222049120,20150123T000000,400000.0,4,2320,0,2,8,2320,0,1998,0,98198,47.3497,2220,25265,2015,17,0,12.89921982609012
2113700025,20150409T000000,330000.0,2,1129,0,0,7,1129,0,1953,0,98106,47.5313,1300,3880,2015,62,0,12.706847933442663
7893207925,20141022T000000,265000.0,3,1290,0,0,6,1290,0,1954,0,98198,47.4227,1300,7183,2014,60,0,12.487485104968359
3586501085,20140808T000000,630000.0,4,2290,0,0,8,2290,0,1977,0,98177,47.7502,2290,26720,2014,37,0,13.353475098367715
8024200010,20141028T000000,312000.0,2,1460,0,0,7,1260,200,1925,0,98115,47.7009,1580,6380,2014,89,0,12.65075846679162
7116500705,20150129T000000,156000.0,2,920,0,0,6,920,0,1950,0,98002,47.3012,1210,6180,2015,65,0,11.957611286231675
1598600209,20141020T000000,300000.0,6,3080,0,0,7,1580,1500,1985,0,98030,47.3859,1850,8658,2014,29,0,12.611537753638338
7204200025,20141028T000000,1225000.0,4,3120,1,4,9,2590,530,1974,1989,98198,47.3535,2030,32181,2014,40,1,14.018451401960965
4206901505,20150326T000000,465000.0,2,1120,0,0,7,1120,0,1926,0,98105,47.6567,1620,4000,2015,89,0,13.049792684569493
2937300440,20140908T000000,923990.0,4,3600,0,0,9,3600,0,2014,0,98052,47.7053,3590,6050,2014,0,0,13.736456528054434
7205000180,20150417T000000,320000.0,4,2000,0,1,7,2000,0,1967,0,98023,47.3342,2170,10374,2015,48,0,12.676076274775909
8718500665,20140724T000000,375000.0,3,1610,0,0,7,1090,520,1975,0,98028,47.7391,2040,10692,2014,39,0,12.834681304952548
5318101765,20140602T000000,985000.0,3,1670,0,0,8,1670,0,1912,0,98112,47.635,2100,5400,2014,102,0,13.800396920154226
4122700020,20140710T000000,850000.0,5,2310,0,0,8,2310,0,1966,0,98004,47.6395,2810,13906,2014,48,0,13.652991628466498
8078700020,20140603T000000,474900.0,3,1800,0,0,8,1800,0,1976,0,98072,47.7757,2480,25608,2014,38,0,13.070859534537213
3303980680,20150228T000000,997000.0,4,3430,0,0,11,3430,0,2001,0,98059,47.5196,3880,11614,2015,14,0,13.812506048943975
8924100372,20150423T000000,1302000.0,4,3590,0,2,9,3140,450,2006,0,98115,47.6763,2100,6250,2015,9,0,14.079412101750652
2781270210,20150224T000000,209900.0,2,1180,0,0,6,1180,0,2005,0,98038,47.3491,1310,3003,2015,10,0,12.254386505808725
519000043,20140714T000000,602000.0,3,1640,0,0,8,1640,0,1998,0,98122,47.6103,1440,3230,2014,16,0,13.308012724290958
3225069301,20140612T000000,1228000.0,4,5730,0,4,11,4280,1450,1991,0,98074,47.6052,3310,17628,2014,23,0,14.020897387689224
151000075,20150206T000000,856000.0,3,2160,0,0,9,2160,0,2014,0,98116,47.5762,1500,4920,2015,1,0,13.66002565512388
2297400020,20140902T000000,392000.0,3,1790,0,0,7,1220,570,1974,0,98034,47.7184,2040,7950,2014,40,0,12.8790171187726
6617500085,20150422T000000,500000.0,4,2900,0,0,8,1660,1240,1959,0,98118,47.55,2250,6098,2015,56,0,13.122363377404328
104510180,20150211T000000,230000.0,3,1500,0,0,7,1150,350,1984,0,98023,47.3124,1500,7210,2015,31,0,12.345834587905333
3528900060,20140626T000000,1145000.0,3,2490,0,0,8,1670,820,1918,0,98109,47.6403,2310,4000,2014,96,0,13.950915194970477
3345100286,20150219T000000,560000.0,4,3270,0,0,8,1690,1580,1979,0,98056,47.5221,1520,13480,2015,36,0,13.235692062711331
1226039130,20141009T000000,355000.0,3,1980,0,0,8,1300,680,1964,0,98177,47.7625,1820,8250,2014,50,0,12.779873068457553
8712100720,20140815T000000,785000.0,3,2090,0,0,7,2090,0,1920,0,98112,47.6378,1930,4250,2014,94,0,13.573438996764546
3037200010,20150305T000000,447500.0,2,1180,0,0,7,1180,0,2004,0,98122,47.6032,1550,2812,2015,11,0,13.011431816697048
3626039268,20140516T000000,540000.0,1,1140,0,0,7,1140,0,1920,0,98103,47.6958,1350,6700,2014,94,0,13.199324418540456
104510230,20141119T000000,252000.0,3,1540,0,0,7,1540,0,1984,0,98023,47.3128,1500,7210,2014,30,0,12.437184366493561
5112800060,20140606T000000,455000.0,4,2050,0,0,7,1250,800,1959,0,98058,47.4492,2270,47480,2014,55,0,13.028052697933088
6072400280,20140619T000000,619850.0,4,2270,0,0,8,1500,770,1972,0,98006,47.5602,2270,9163,2014,42,0,13.337232792266294
5317100570,20141215T000000,1250000.0,3,2070,0,0,9,2070,0,1930,0,98112,47.6256,3300,6179,2014,84,0,14.038654109278484
9528102993,20141229T000000,495000.0,3,1580,0,0,8,1580,0,2014,0,98115,47.6765,1580,3605,2014,0,0,13.112313041550827
2919201095,20150327T000000,540000.0,3,1270,0,0,7,1270,0,1926,0,98103,47.6896,1270,4175,2015,89,0,13.199324418540456
6181400920,20150430T000000,286651.0,3,1830,0,0,7,1830,0,2004,0,98001,47.3035,2488,4998,2015,11,0,12.56602072690536
185000161,20141015T000000,261000.0,3,1780,0,0,7,1060,720,1957,0,98178,47.4932,1450,7800,2014,57,0,12.47227568630483
8691400010,20150327T000000,830000.0,4,3330,0,0,9,3330,0,2004,0,98075,47.5977,3100,6465,2015,11,0,13.62918097977278
3345700165,20141202T000000,450000.0,3,2530,0,0,8,2530,0,1987,0,98056,47.527,2160,30192,2014,27,0,13.017002861746503
6151800486,20140718T000000,260000.0,2,1270,0,0,6,1270,0,1977,0,98010,47.3375,1270,17699,2014,37,0,12.468436909997665
4340000080,20150327T000000,1450000.0,4,2820,0,0,10,2820,0,1995,0,98004,47.622,2630,7904,2015,20,0,14.187074114396758
4136960010,20150327T000000,480000.0,5,3480,0,2,10,2890,590,2004,0,98092,47.2641,3400,9870,2015,11,0,13.081541382884074
3634100030,20150109T000000,270000.0,4,1830,0,0,7,1830,0,1951,0,98118,47.5331,1760,5757,2015,64,0,12.506177237980511
1624059224,20140618T000000,1160000.0,4,4680,0,0,10,3360,1320,2005,0,98006,47.5703,2800,12343,2014,9,0,13.963930563082547
2788400090,20140807T000000,250000.0,3,1700,0,0,7,1120,580,1960,0,98168,47.5114,1700,8800,2014,54,0,12.429216196844383
9828200762,20140628T000000,650000.0,2,1050,0,0,7,880,170,1904,0,98122,47.6172,1620,1809,2014,110,0,13.38472764187182
7524400250,20141124T000000,589950.0,3,2080,0,0,8,2080,0,1982,0,98052,47.7035,2230,12204,2014,32,0,13.287793066528065
3528000290,20140609T000000,743700.0,4,2610,0,0,10,2610,0,1988,0,98053,47.6662,2870,28295,2014,26,0,13.519393006691391
5700003630,20140630T000000,1925000.0,5,4830,0,2,11,3710,1120,1914,0,98144,47.5789,4470,9194,2014,100,0,14.470436525704022
2720069019,20141103T000000,316000.0,3,1120,0,2,7,1120,0,1917,0,98022,47.1853,1620,34200,2014,97,0,12.66349749256905
7227501170,20140626T000000,235867.0,4,1330,0,0,5,1330,0,1942,0,98056,47.496,1150,5485,2014,72,0,12.37102336582647
2397101270,20150126T000000,716000.0,3,1420,0,0,7,1420,0,1904,0,98119,47.6367,1250,3600,2015,111,0,13.481435445942783
6792100090,20140914T000000,683000.0,4,2620,0,0,9,2620,0,1990,0,98052,47.6732,2430,7701,2014,24,0,13.434250138552928
2770602265,20150224T000000,345000.0,3,1430,0,0,7,830,600,1908,0,98199,47.6462,1540,5000,2015,107,0,12.751299696013497
3971700937,20140827T000000,270000.0,3,1260,0,0,6,840,420,1947,0,98155,47.772,1340,7500,2014,67,0,12.506177237980511
422049203,20141024T000000,239000.0,3,1330,0,0,7,900,430,1971,0,98188,47.4239,1400,11500,2014,43,0,12.384218830913648
3076500830,20141029T000000,385195.0,1,710,0,0,6,710,0,2015,0,98144,47.5756,1440,4800,2014,-1,0,12.861504978551874
1423400260,20150402T000000,273000.0,3,2050,0,0,6,2050,0,1959,0,98058,47.4572,1200,9045,2015,56,0,12.517227074167097
9161100795,20150506T000000,476900.0,3,1240,0,0,6,960,280,1910,0,98116,47.5675,1460,5750,2015,105,0,13.075062104286316
3126049052,20150318T000000,551000.0,4,2040,0,0,7,1020,1020,1962,0,98103,47.6964,1770,5047,2015,53,0,13.219490088135052
5100401468,20140715T000000,448000.0,2,1110,0,0,6,890,220,1937,0,98115,47.6925,1300,5413,2014,77,0,13.012548511397123
514500235,20141020T000000,411100.0,3,1040,0,0,7,1040,0,1958,0,98005,47.5882,1580,7200,2014,56,0,12.92659177288597
1423200170,20140612T000000,223000.0,2,910,0,0,6,910,0,1957,0,98058,47.4572,1480,9750,2014,57,0,12.314927050442256
1402100070,20140801T000000,335500.0,5,2240,0,0,8,1700,540,1968,0,98058,47.4416,2280,20000,2014,46,0,12.723377235393874
624110020,20140925T000000,730000.0,3,3460,0,0,9,2560,900,1988,0,98077,47.7315,3460,12568,2014,26,0,13.500799813124575
2407000145,20150120T000000,197200.0,3,1140,0,0,6,990,150,1942,0,98146,47.4824,1300,8775,2015,73,0,12.191973721150672
1890000225,20140620T000000,725000.0,6,2380,0,0,8,2380,0,1917,0,98105,47.6629,2030,4080,2014,97,0,13.493926933836812
1320069271,20140612T000000,342500.0,3,2080,0,0,8,2080,0,2002,0,98022,47.214,1080,12899,2014,12,0,12.744026936684417
5490700085,20140911T000000,340000.0,5,1750,0,0,7,1750,0,1956,0,98155,47.7694,1210,6760,2014,58,0,12.736700896592344
263000155,20140505T000000,418000.0,3,1410,0,0,7,1410,0,1930,0,98103,47.6994,1410,6300,2014,84,0,12.943236711506893
3726800201,20150417T000000,410000.0,3,2160,0,0,7,1080,1080,1953,0,98144,47.5721,1260,3200,2015,62,0,12.92391243868049
5153200358,20141029T000000,240000.0,5,2460,0,0,7,1230,1230,1957,0,98023,47.3305,1990,16000,2014,57,0,12.388394202324129
2725079018,20140509T000000,800000.0,4,3540,0,0,9,3540,0,2007,0,98014,47.6285,1940,392040,2014,7,0,13.592367006650065
7165700200,20140605T000000,275000.0,3,1390,0,0,7,1140,250,2006,0,98118,47.5323,1450,1081,2014,8,0,12.524526376648708
9429000170,20150326T000000,617950.0,4,2410,0,0,8,2410,0,1997,0,98034,47.7185,1920,7713,2015,18,0,13.334162827017881
8718500075,20141117T000000,396000.0,3,1300,0,0,7,1300,0,1956,0,98028,47.7403,1570,8692,2014,58,0,12.889169490236618
1760650950,20150423T000000,309000.0,3,1950,0,0,7,1950,0,2013,0,98042,47.3588,1950,3825,2015,2,0,12.641096555879882
1068000559,20141003T000000,1275000.0,4,3720,0,3,9,1960,1760,1947,0,98199,47.6425,2540,7064,2014,67,0,14.058456736574664
4113800500,20150212T000000,572500.0,3,2490,0,0,9,2490,0,1991,0,98056,47.5355,2500,10386,2015,24,0,13.257768014410532
4077800507,20140821T000000,518500.0,4,2120,0,0,8,1420,700,1985,0,98125,47.7085,2020,8700,2014,29,0,13.158695306651719
2725069150,20140817T000000,710000.0,3,2830,0,0,10,2830,0,1991,0,98074,47.6249,2970,8691,2014,23,0,13.473020249017498
4008400035,20141015T000000,600000.0,5,4410,0,0,9,2330,2080,2001,0,98058,47.4395,2460,42565,2014,13,0,13.304684934198283
7016310270,20150410T000000,467000.0,4,2220,0,0,7,1270,950,1973,0,98011,47.7428,2220,7313,2015,42,0,13.054084536651034
1432701230,20140729T000000,309000.0,3,1280,0,0,6,920,360,1959,0,98058,47.4485,1340,8808,2014,55,0,12.641096555879882
3278606050,20150401T000000,362500.0,3,1710,0,0,7,1400,310,2013,0,98126,47.5459,1580,2212,2015,2,0,12.800779753276867
2473350710,20141027T000000,390000.0,4,2330,0,0,8,2330,0,1968,0,98058,47.4568,2180,9630,2014,46,0,12.873902018105829
2185000685,20141124T000000,208417.0,2,840,0,0,5,840,0,1938,0,98108,47.5292,830,5000,2014,76,0,12.247296159430732
7792000025,20150211T000000,340000.0,3,3180,0,0,8,1400,1780,1969,0,98022,47.1986,2180,27586,2015,46,0,12.736700896592344
6868200029,20140929T000000,467500.0,3,2260,0,0,7,1130,1130,1948,0,98125,47.7129,2240,8040,2014,66,0,13.055154627710879
624069003,20150102T000000,829000.0,4,2970,0,2,8,1610,1360,1973,0,98075,47.5953,2930,42489,2015,42,0,13.627975434117433
7431500280,20141110T000000,959750.0,4,3060,0,2,8,2460,600,1957,0,98008,47.6205,2740,16181,2014,57,0,13.774428112863044
3296000040,20140923T000000,542000.0,3,1990,0,0,8,1540,450,1964,0,98007,47.6205,2470,10125,2014,50,0,13.203021280421783
1118001215,20150204T000000,2250000.0,3,3420,0,0,9,2890,530,1951,0,98112,47.6352,3370,8700,2015,64,0,14.626440774180603
6453900040,20140714T000000,575000.0,5,2990,0,2,9,1800,1190,1972,0,98177,47.7707,2800,9860,2014,42,0,13.262125319779487
333100209,20150318T000000,690000.0,3,2330,0,0,9,2330,0,1964,0,98034,47.7037,2330,16300,2015,51,0,13.444446876573442
34001765,20150325T000000,699950.0,3,2230,0,1,8,1430,800,1977,0,98136,47.53,2070,5600,2015,38,0,13.458764182902971
8946700100,20141208T000000,408500.0,4,2720,0,0,9,2720,0,2003,0,98092,47.3315,2640,6958,2014,11,0,12.920247193282195
5561401210,20150108T000000,595000.0,4,3680,0,0,8,2320,1360,1970,0,98027,47.4703,3210,39512,2015,45,0,13.296316684527767
6671900095,20140527T000000,313000.0,3,1320,0,0,7,1320,0,1948,0,98133,47.7412,1210,6205,2014,66,0,12.65395846952229
3275850020,20150413T000000,781000.0,4,2590,0,0,9,2590,0,1988,0,98052,47.691,2360,8155,2015,27,0,13.568330428821824
3876300600,20141212T000000,371000.0,4,1610,0,0,7,1610,0,1968,0,98034,47.727,1870,11850,2014,46,0,12.823957341589573
1450900020,20141003T000000,268000.0,3,1610,0,0,7,1610,0,1994,0,98031,47.397,1600,8308,2014,20,0,12.498742259492994
8562780280,20150220T000000,331000.0,2,1240,0,0,7,1150,90,2008,0,98027,47.5322,1260,810,2015,7,0,12.7098736543592
7663700973,20140522T000000,321000.0,3,1347,0,0,7,1347,0,2010,0,98125,47.7306,1480,1865,2014,4,0,12.679196402112153
2126049032,20140905T000000,375000.0,3,1330,0,0,6,710,620,1936,0,98125,47.7231,1690,7937,2014,78,0,12.834681304952548
1823059159,20150506T000000,298000.0,2,850,0,0,5,850,0,1907,0,98055,47.4874,910,4815,2015,108,0,12.604848765487542
3438503426,20150406T000000,209500.0,3,970,0,0,7,970,0,1976,0,98106,47.5366,1040,5488,2015,39,0,12.25247901834433
9297301495,20150203T000000,440000.0,3,2160,0,0,8,2160,0,1994,0,98126,47.5661,1500,4000,2015,21,0,12.994530005894443
7140700850,20150326T000000,350000.0,4,2560,0,0,8,2560,0,2012,0,98042,47.3835,2620,5428,2015,3,0,12.765688433465597
7942601805,20140911T000000,618000.0,3,2340,0,0,9,2340,0,1998,0,98122,47.6059,1820,5120,2014,16,0,13.334243736439827
2555900030,20141107T000000,320000.0,3,1520,0,0,7,1520,0,1951,0,98155,47.7638,1520,7800,2014,63,0,12.676076274775909
2887970040,20150408T000000,234950.0,2,1720,0,0,8,1720,0,1999,0,98042,47.3728,1740,4220,2015,16,0,12.367128004530962
7419700010,20140707T000000,665000.0,5,2800,0,0,8,1400,1400,1963,0,98033,47.6719,1760,18282,2014,51,0,13.407542319637992
2239000011,20150127T000000,500000.0,4,1530,0,0,7,1530,0,1955,0,98133,47.7309,1480,7816,2015,60,0,13.122363377404328
9283800050,20140819T000000,575000.0,2,1750,0,0,8,1440,310,1978,0,98010,47.3351,1950,21075,2014,36,0,13.262125319779487
9407001340,20140522T000000,320000.0,3,1110,0,0,7,1110,0,1978,0,98045,47.4456,1230,10395,2014,36,0,12.676076274775909
217500140,20140513T000000,464000.0,5,3400,0,0,8,1700,1700,1959,0,98133,47.7358,1890,8475,2014,55,0,13.047639831208393
7212660520,20150326T000000,280000.0,4,1600,0,0,7,1600,0,1994,0,98003,47.2701,1870,7455,2015,21,0,12.542544882151386
3298201170,20141110T000000,350000.0,3,940,0,0,6,940,0,1959,0,98008,47.6195,1180,7490,2014,55,0,12.765688433465597
3057000400,20140708T000000,249000.0,2,1090,0,0,7,1090,0,1982,0,98034,47.717,1160,2158,2014,32,0,12.425208175446844
6865200444,20140505T000000,531000.0,2,1270,0,0,8,1110,160,2000,0,98103,47.6634,1290,1800,2014,14,0,13.182517300224076
6071600340,20141113T000000,472800.0,3,1840,0,0,8,1290,550,1961,0,98006,47.5497,2110,8400,2014,53,0,13.066427745074025
6821600005,20150403T000000,710000.0,4,2120,0,0,8,1060,1060,1941,0,98199,47.6501,2052,6000,2015,74,0,13.473020249017498
1235100371,20140717T000000,580000.0,5,3550,0,0,7,3550,0,1960,0,98033,47.6766,3370,9600,2014,54,0,13.270783382522602
7796450340,20141205T000000,330000.0,4,2980,0,0,8,2980,0,2003,0,98023,47.277,2610,5495,2014,11,0,12.706847933442663
3603000410,20141208T000000,174950.0,2,730,0,0,6,730,0,1950,1985,98198,47.3832,1750,7200,2014,64,1,12.072255497795835
9297300255,20140716T000000,565000.0,3,2110,0,2,7,1110,1000,1965,0,98126,47.5696,1730,4000,2014,49,0,13.244581010128577
9126100850,20141120T000000,534000.0,5,2280,0,0,7,2280,0,1992,0,98122,47.6056,1740,1800,2014,22,0,13.188151117942333
2770601462,20150423T000000,503500.0,3,1810,0,0,7,1350,460,1997,0,98199,47.6513,1640,1563,2015,18,0,13.129338991140754
2599001500,20140712T000000,235000.0,3,1420,0,0,7,1420,0,1962,0,98092,47.2931,1420,7920,2014,52,0,12.367340793126296
1102000095,20140805T000000,558000.0,4,3220,0,0,9,2420,800,2000,0,98118,47.5434,1770,7680,2014,14,0,13.232114241363448
1853080640,20140514T000000,966000.0,5,3810,0,0,10,3810,0,2008,0,98074,47.5915,3390,7713,2014,6,0,13.780919113194654
9551201585,20140701T000000,1297000.0,6,2630,0,0,9,2510,120,1900,0,98103,47.6695,1540,4969,2014,114,0,14.075564463298582
3438500796,20150430T000000,310000.0,3,1060,0,0,6,1060,0,1983,0,98106,47.5497,1560,6372,2015,32,0,12.644327576461329
7518504291,20141215T000000,535000.0,2,1520,0,0,7,830,690,1927,0,98117,47.6815,1470,3774,2014,87,0,13.190022025878143
9269200340,20150423T000000,432000.0,4,1970,0,0,7,1970,0,1942,0,98126,47.534,1230,4920,2015,73,0,12.976180867226248
715010130,20150202T000000,1750000.0,6,5860,0,3,10,4150,1710,2013,0,98006,47.5382,5790,13928,2015,2,0,14.375126345899696
1982201485,20140512T000000,675000.0,4,2400,0,0,7,1200,1200,1964,0,98107,47.6646,1520,3758,2014,50,0,13.422467969854667
9526500080,20140729T000000,337000.0,4,1590,0,0,8,1590,0,2001,0,98019,47.7408,2090,9600,2014,13,0,12.727838209334498
9277200180,20150420T000000,410000.0,3,1410,0,0,6,980,430,1925,0,98116,47.5769,1410,5000,2015,90,0,12.92391243868049
6669150280,20150414T000000,320000.0,4,2130,0,0,7,1500,630,1978,0,98031,47.4068,2000,7988,2015,37,0,12.676076274775909
8917100153,20140910T000000,585000.0,4,2370,0,0,8,1660,710,1975,0,98052,47.6295,2360,13879,2014,39,0,13.279367126213993
3760500516,20140724T000000,835000.0,5,3600,0,2,8,1800,1800,1960,0,98034,47.7022,3600,15358,2014,54,0,13.635187003832993
2725069050,20140613T000000,863000.0,4,4120,0,0,10,4120,0,1997,0,98074,47.6239,3180,7257,2014,17,0,13.668169970065565
3332000091,20150224T000000,320000.0,3,1190,0,0,6,1190,0,1929,0,98118,47.5513,1360,4635,2015,86,0,12.676076274775909
