Unnamed: 0,id,date,price,bedrooms,sqft_living,waterfront,view,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,sqft_living15,sqft_lot15,year_sold,age_house,price_sqft,Renovated,log_price
86,1226039130,20141009T000000,355000.0,3,1980,0,0,8,1300,680,1964,0,98177,47.7625,1820,8250,2014,50,179.2929292929293,0,12.779873068457553
87,8712100720,20140815T000000,785000.0,3,2090,0,0,7,2090,0,1920,0,98112,47.6378,1930,4250,2014,94,375.5980861244019,0,13.573438996764546
88,3037200010,20150305T000000,447500.0,2,1180,0,0,7,1180,0,2004,0,98122,47.6032,1550,2812,2015,11,379.23728813559325,0,13.011431816697048
89,3626039268,20140516T000000,540000.0,1,1140,0,0,7,1140,0,1920,0,98103,47.6958,1350,6700,2014,94,473.6842105263158,0,13.199324418540456
90,104510230,20141119T000000,252000.0,3,1540,0,0,7,1540,0,1984,0,98023,47.3128,1500,7210,2014,30,163.63636363636363,0,12.437184366493561
91,5112800060,20140606T000000,455000.0,4,2050,0,0,7,1250,800,1959,0,98058,47.4492,2270,47480,2014,55,221.9512195121951,0,13.028052697933088
92,6072400280,20140619T000000,619850.0,4,2270,0,0,8,1500,770,1972,0,98006,47.5602,2270,9163,2014,42,273.0616740088106,0,13.337232792266294
93,5317100570,20141215T000000,1250000.0,3,2070,0,0,9,2070,0,1930,0,98112,47.6256,3300,6179,2014,84,603.864734299517,0,14.038654109278484
94,9528102993,20141229T000000,495000.0,3,1580,0,0,8,1580,0,2014,0,98115,47.6765,1580,3605,2014,0,313.2911392405063,0,13.112313041550827
95,2919201095,20150327T000000,540000.0,3,1270,0,0,7,1270,0,1926,0,98103,47.6896,1270,4175,2015,89,425.1968503937008,0,13.199324418540456
96,6181400920,20150430T000000,286651.0,3,1830,0,0,7,1830,0,2004,0,98001,47.3035,2488,4998,2015,11,156.6398907103825,0,12.56602072690536
97,185000161,20141015T000000,261000.0,3,1780,0,0,7,1060,720,1957,0,98178,47.4932,1450,7800,2014,57,146.62921348314606,0,12.47227568630483
98,8691400010,20150327T000000,830000.0,4,3330,0,0,9,3330,0,2004,0,98075,47.5977,3100,6465,2015,11,249.24924924924926,0,13.62918097977278
99,3345700165,20141202T000000,450000.0,3,2530,0,0,8,2530,0,1987,0,98056,47.527,2160,30192,2014,27,177.86561264822134,0,13.017002861746503
100,6151800486,20140718T000000,260000.0,2,1270,0,0,6,1270,0,1977,0,98010,47.3375,1270,17699,2014,37,204.7244094488189,0,12.468436909997665
101,4340000080,20150327T000000,1450000.0,4,2820,0,0,10,2820,0,1995,0,98004,47.622,2630,7904,2015,20,514.1843971631206,0,14.187074114396758
102,4136960010,20150327T000000,480000.0,5,3480,0,2,10,2890,590,2004,0,98092,47.2641,3400,9870,2015,11,137.93103448275863,0,13.081541382884074
103,3634100030,20150109T000000,270000.0,4,1830,0,0,7,1830,0,1951,0,98118,47.5331,1760,5757,2015,64,147.54098360655738,0,12.506177237980511
104,1624059224,20140618T000000,1160000.0,4,4680,0,0,10,3360,1320,2005,0,98006,47.5703,2800,12343,2014,9,247.86324786324786,0,13.963930563082547
105,2788400090,20140807T000000,250000.0,3,1700,0,0,7,1120,580,1960,0,98168,47.5114,1700,8800,2014,54,147.05882352941177,0,12.429216196844383
106,9828200762,20140628T000000,650000.0,2,1050,0,0,7,880,170,1904,0,98122,47.6172,1620,1809,2014,110,619.047619047619,0,13.38472764187182
107,7524400250,20141124T000000,589950.0,3,2080,0,0,8,2080,0,1982,0,98052,47.7035,2230,12204,2014,32,283.6298076923077,0,13.287793066528065
108,3528000290,20140609T000000,743700.0,4,2610,0,0,10,2610,0,1988,0,98053,47.6662,2870,28295,2014,26,284.9425287356322,0,13.519393006691391
109,5700003630,20140630T000000,1925000.0,5,4830,0,2,11,3710,1120,1914,0,98144,47.5789,4470,9194,2014,100,398.5507246376812,0,14.470436525704022
110,2720069019,20141103T000000,316000.0,3,1120,0,2,7,1120,0,1917,0,98022,47.1853,1620,34200,2014,97,282.14285714285717,0,12.66349749256905
111,7227501170,20140626T000000,235867.0,4,1330,0,0,5,1330,0,1942,0,98056,47.496,1150,5485,2014,72,177.3436090225564,0,12.37102336582647
112,2397101270,20150126T000000,716000.0,3,1420,0,0,7,1420,0,1904,0,98119,47.6367,1250,3600,2015,111,504.22535211267603,0,13.481435445942783
113,6792100090,20140914T000000,683000.0,4,2620,0,0,9,2620,0,1990,0,98052,47.6732,2430,7701,2014,24,260.68702290076334,0,13.434250138552928
114,2770602265,20150224T000000,345000.0,3,1430,0,0,7,830,600,1908,0,98199,47.6462,1540,5000,2015,107,241.25874125874125,0,12.751299696013497
115,3971700937,20140827T000000,270000.0,3,1260,0,0,6,840,420,1947,0,98155,47.772,1340,7500,2014,67,214.28571428571428,0,12.506177237980511
116,422049203,20141024T000000,239000.0,3,1330,0,0,7,900,430,1971,0,98188,47.4239,1400,11500,2014,43,179.69924812030075,0,12.384218830913648
117,3076500830,20141029T000000,385195.0,1,710,0,0,6,710,0,2015,0,98144,47.5756,1440,4800,2014,-1,542.5281690140845,0,12.861504978551874
118,1423400260,20150402T000000,273000.0,3,2050,0,0,6,2050,0,1959,0,98058,47.4572,1200,9045,2015,56,133.17073170731706,0,12.517227074167097
119,9161100795,20150506T000000,476900.0,3,1240,0,0,6,960,280,1910,0,98116,47.5675,1460,5750,2015,105,384.5967741935484,0,13.075062104286316
120,3126049052,20150318T000000,551000.0,4,2040,0,0,7,1020,1020,1962,0,98103,47.6964,1770,5047,2015,53,270.0980392156863,0,13.219490088135052
121,5100401468,20140715T000000,448000.0,2,1110,0,0,6,890,220,1937,0,98115,47.6925,1300,5413,2014,77,403.60360360360363,0,13.012548511397123
122,514500235,20141020T000000,411100.0,3,1040,0,0,7,1040,0,1958,0,98005,47.5882,1580,7200,2014,56,395.28846153846155,0,12.92659177288597
123,1423200170,20140612T000000,223000.0,2,910,0,0,6,910,0,1957,0,98058,47.4572,1480,9750,2014,57,245.05494505494505,0,12.314927050442256
124,1402100070,20140801T000000,335500.0,5,2240,0,0,8,1700,540,1968,0,98058,47.4416,2280,20000,2014,46,149.77678571428572,0,12.723377235393874
125,624110020,20140925T000000,730000.0,3,3460,0,0,9,2560,900,1988,0,98077,47.7315,3460,12568,2014,26,210.98265895953756,0,13.500799813124575
126,2407000145,20150120T000000,197200.0,3,1140,0,0,6,990,150,1942,0,98146,47.4824,1300,8775,2015,73,172.98245614035088,0,12.191973721150672
127,1890000225,20140620T000000,725000.0,6,2380,0,0,8,2380,0,1917,0,98105,47.6629,2030,4080,2014,97,304.6218487394958,0,13.493926933836812
128,1320069271,20140612T000000,342500.0,3,2080,0,0,8,2080,0,2002,0,98022,47.214,1080,12899,2014,12,164.66346153846155,0,12.744026936684417
129,5490700085,20140911T000000,340000.0,5,1750,0,0,7,1750,0,1956,0,98155,47.7694,1210,6760,2014,58,194.28571428571428,0,12.736700896592344
130,263000155,20140505T000000,418000.0,3,1410,0,0,7,1410,0,1930,0,98103,47.6994,1410,6300,2014,84,296.45390070921985,0,12.943236711506893
131,3726800201,20150417T000000,410000.0,3,2160,0,0,7,1080,1080,1953,0,98144,47.5721,1260,3200,2015,62,189.8148148148148,0,12.92391243868049
132,5153200358,20141029T000000,240000.0,5,2460,0,0,7,1230,1230,1957,0,98023,47.3305,1990,16000,2014,57,97.5609756097561,0,12.388394202324129
133,2725079018,20140509T000000,800000.0,4,3540,0,0,9,3540,0,2007,0,98014,47.6285,1940,392040,2014,7,225.98870056497177,0,13.592367006650065
134,7165700200,20140605T000000,275000.0,3,1390,0,0,7,1140,250,2006,0,98118,47.5323,1450,1081,2014,8,197.84172661870502,0,12.524526376648708
135,9429000170,20150326T000000,617950.0,4,2410,0,0,8,2410,0,1997,0,98034,47.7185,1920,7713,2015,18,256.41078838174275,0,13.334162827017881
136,8718500075,20141117T000000,396000.0,3,1300,0,0,7,1300,0,1956,0,98028,47.7403,1570,8692,2014,58,304.61538461538464,0,12.889169490236618
137,1760650950,20150423T000000,309000.0,3,1950,0,0,7,1950,0,2013,0,98042,47.3588,1950,3825,2015,2,158.46153846153845,0,12.641096555879882
138,1068000559,20141003T000000,1275000.0,4,3720,0,3,9,1960,1760,1947,0,98199,47.6425,2540,7064,2014,67,342.741935483871,0,14.058456736574664
139,4113800500,20150212T000000,572500.0,3,2490,0,0,9,2490,0,1991,0,98056,47.5355,2500,10386,2015,24,229.91967871485943,0,13.257768014410532
140,4077800507,20140821T000000,518500.0,4,2120,0,0,8,1420,700,1985,0,98125,47.7085,2020,8700,2014,29,244.5754716981132,0,13.158695306651719
141,2725069150,20140817T000000,710000.0,3,2830,0,0,10,2830,0,1991,0,98074,47.6249,2970,8691,2014,23,250.8833922261484,0,13.473020249017498
142,4008400035,20141015T000000,600000.0,5,4410,0,0,9,2330,2080,2001,0,98058,47.4395,2460,42565,2014,13,136.05442176870747,0,13.304684934198283
143,7016310270,20150410T000000,467000.0,4,2220,0,0,7,1270,950,1973,0,98011,47.7428,2220,7313,2015,42,210.36036036036037,0,13.054084536651034
144,1432701230,20140729T000000,309000.0,3,1280,0,0,6,920,360,1959,0,98058,47.4485,1340,8808,2014,55,241.40625,0,12.641096555879882
145,3278606050,20150401T000000,362500.0,3,1710,0,0,7,1400,310,2013,0,98126,47.5459,1580,2212,2015,2,211.98830409356725,0,12.800779753276867
146,2473350710,20141027T000000,390000.0,4,2330,0,0,8,2330,0,1968,0,98058,47.4568,2180,9630,2014,46,167.38197424892704,0,12.873902018105829
147,2185000685,20141124T000000,208417.0,2,840,0,0,5,840,0,1938,0,98108,47.5292,830,5000,2014,76,248.1154761904762,0,12.247296159430732
148,7792000025,20150211T000000,340000.0,3,3180,0,0,8,1400,1780,1969,0,98022,47.1986,2180,27586,2015,46,106.91823899371069,0,12.736700896592344
149,6868200029,20140929T000000,467500.0,3,2260,0,0,7,1130,1130,1948,0,98125,47.7129,2240,8040,2014,66,206.858407079646,0,13.055154627710879
150,624069003,20150102T000000,829000.0,4,2970,0,2,8,1610,1360,1973,0,98075,47.5953,2930,42489,2015,42,279.1245791245791,0,13.627975434117433
151,7431500280,20141110T000000,959750.0,4,3060,0,2,8,2460,600,1957,0,98008,47.6205,2740,16181,2014,57,313.6437908496732,0,13.774428112863044
152,3296000040,20140923T000000,542000.0,3,1990,0,0,8,1540,450,1964,0,98007,47.6205,2470,10125,2014,50,272.36180904522615,0,13.203021280421783
153,1118001215,20150204T000000,2250000.0,3,3420,0,0,9,2890,530,1951,0,98112,47.6352,3370,8700,2015,64,657.8947368421053,0,14.626440774180603
154,6453900040,20140714T000000,575000.0,5,2990,0,2,9,1800,1190,1972,0,98177,47.7707,2800,9860,2014,42,192.30769230769232,0,13.262125319779487
155,333100209,20150318T000000,690000.0,3,2330,0,0,9,2330,0,1964,0,98034,47.7037,2330,16300,2015,51,296.137339055794,0,13.444446876573442
156,34001765,20150325T000000,699950.0,3,2230,0,1,8,1430,800,1977,0,98136,47.53,2070,5600,2015,38,313.8789237668162,0,13.458764182902971
157,8946700100,20141208T000000,408500.0,4,2720,0,0,9,2720,0,2003,0,98092,47.3315,2640,6958,2014,11,150.18382352941177,0,12.920247193282195
158,5561401210,20150108T000000,595000.0,4,3680,0,0,8,2320,1360,1970,0,98027,47.4703,3210,39512,2015,45,161.68478260869566,0,13.296316684527767
159,6671900095,20140527T000000,313000.0,3,1320,0,0,7,1320,0,1948,0,98133,47.7412,1210,6205,2014,66,237.12121212121212,0,12.65395846952229
160,3275850020,20150413T000000,781000.0,4,2590,0,0,9,2590,0,1988,0,98052,47.691,2360,8155,2015,27,301.5444015444015,0,13.568330428821824
161,3876300600,20141212T000000,371000.0,4,1610,0,0,7,1610,0,1968,0,98034,47.727,1870,11850,2014,46,230.43478260869566,0,12.823957341589573
162,1450900020,20141003T000000,268000.0,3,1610,0,0,7,1610,0,1994,0,98031,47.397,1600,8308,2014,20,166.45962732919256,0,12.498742259492994
163,8562780280,20150220T000000,331000.0,2,1240,0,0,7,1150,90,2008,0,98027,47.5322,1260,810,2015,7,266.93548387096774,0,12.7098736543592
164,7663700973,20140522T000000,321000.0,3,1347,0,0,7,1347,0,2010,0,98125,47.7306,1480,1865,2014,4,238.30734966592428,0,12.679196402112153
165,2126049032,20140905T000000,375000.0,3,1330,0,0,6,710,620,1936,0,98125,47.7231,1690,7937,2014,78,281.9548872180451,0,12.834681304952548
166,1823059159,20150506T000000,298000.0,2,850,0,0,5,850,0,1907,0,98055,47.4874,910,4815,2015,108,350.5882352941176,0,12.604848765487542
167,3438503426,20150406T000000,209500.0,3,970,0,0,7,970,0,1976,0,98106,47.5366,1040,5488,2015,39,215.97938144329896,0,12.25247901834433
168,9297301495,20150203T000000,440000.0,3,2160,0,0,8,2160,0,1994,0,98126,47.5661,1500,4000,2015,21,203.7037037037037,0,12.994530005894443
169,7140700850,20150326T000000,350000.0,4,2560,0,0,8,2560,0,2012,0,98042,47.3835,2620,5428,2015,3,136.71875,0,12.765688433465597
170,7942601805,20140911T000000,618000.0,3,2340,0,0,9,2340,0,1998,0,98122,47.6059,1820,5120,2014,16,264.1025641025641,0,13.334243736439827
171,2555900030,20141107T000000,320000.0,3,1520,0,0,7,1520,0,1951,0,98155,47.7638,1520,7800,2014,63,210.52631578947367,0,12.676076274775909
172,2887970040,20150408T000000,234950.0,2,1720,0,0,8,1720,0,1999,0,98042,47.3728,1740,4220,2015,16,136.59883720930233,0,12.367128004530962
173,7419700010,20140707T000000,665000.0,5,2800,0,0,8,1400,1400,1963,0,98033,47.6719,1760,18282,2014,51,237.5,0,13.407542319637992
174,2239000011,20150127T000000,500000.0,4,1530,0,0,7,1530,0,1955,0,98133,47.7309,1480,7816,2015,60,326.797385620915,0,13.122363377404328
175,9283800050,20140819T000000,575000.0,2,1750,0,0,8,1440,310,1978,0,98010,47.3351,1950,21075,2014,36,328.57142857142856,0,13.262125319779487
176,9407001340,20140522T000000,320000.0,3,1110,0,0,7,1110,0,1978,0,98045,47.4456,1230,10395,2014,36,288.2882882882883,0,12.676076274775909
177,217500140,20140513T000000,464000.0,5,3400,0,0,8,1700,1700,1959,0,98133,47.7358,1890,8475,2014,55,136.47058823529412,0,13.047639831208393
178,7212660520,20150326T000000,280000.0,4,1600,0,0,7,1600,0,1994,0,98003,47.2701,1870,7455,2015,21,175.0,0,12.542544882151386
